GID_nmbr,iso3,Country,Subnat,slope,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1086007,IDN,Indonesia,Jakarta Special Capital Region,0,18643,19564,20484,21455,22696,24165,25620,26382,22549,22377,23127,23569,24228,24983,25842,26904,27822,29098,30590,32489,32367,34141,36024,38625,41187,43737,45570,47737,50039,52916,51552,52977,55319
1086008,IDN,Indonesia,Jambi,0,3226,3385,3544,3712,3927,4181,4433,4565,3901,3872,4002,4078,4192,4323,4471,4655,4813,5429,6082,6190,8477,8871,9302,9859,10179,10196,10764,11367,11862,12008,11271,11583,12095
1086009,IDN,Indonesia,West Java,0,3795,3982,4169,4367,4619,4918,5214,5369,4589,4554,4707,4797,4931,5085,5260,5476,5927,6081,6390,6579,6086,6312,6575,6919,7099,7292,7562,7793,8140,8549,8284,8513,8889
1086010,IDN,Indonesia,Central Java,0,2807,2946,3084,3230,3417,3638,3857,3972,3395,3369,3482,3549,3648,3762,3891,4051,4352,4496,4647,4794,5573,5765,5925,6216,6489,6709,6940,7171,7430,7775,7642,7854,8201
1086011,IDN,Indonesia,East Java,0,4222,4430,4638,4858,5139,5472,5801,5974,5106,5067,5237,5337,5486,5657,5852,6092,6385,6782,6919,7290,7649,8071,8484,8977,9390,9761,10299,10700,11147,11650,11336,11650,12165
1086012,IDN,Indonesia,West Kalimantan,0,3196,3354,3512,3678,3891,4143,4392,4523,3866,3836,3965,4040,4153,4283,4430,4612,4556,4860,4774,4967,5657,5838,6088,6352,6617,6845,7193,7530,7838,8300,8257,8485,8860
1086013,IDN,Indonesia,South Kalimantan,0,3680,3862,4043,4235,4480,4770,5057,5207,4451,4417,4565,4652,4782,4931,5101,5311,5130,5393,5486,5831,6780,7201,7338,7483,7664,7687,7817,8091,8301,8453,8264,8492,8868
1086014,IDN,Indonesia,Central Kalimantan,0,4048,4248,4447,4658,4928,5247,5563,5728,4896,4858,5021,5117,5260,5424,5611,5841,6286,6408,6579,7065,7393,7826,8227,8549,8664,8968,9564,10205,10678,11179,11158,11467,11974
1086015,IDN,Indonesia,East Kalimantan,0,23896,25076,26255,27499,29090,30973,32838,33814,28902,28681,29643,30209,31053,32021,33122,34484,33790,34305,42148,35667,33909,37794,38115,33318,31214,32947,31686,35048,35789,35584,32655,33558,35041
1086017,IDN,Indonesia,Riau Islands,0,10969,11511,12052,12623,13354,14218,15074,15522,13268,13166,13608,13867,14255,14700,15205,15830,17446,19272,22004,22203,20194,22907,24849,25134,25924,22984,22799,22304,22539,21957,20646,21217,22155
1086018,IDN,Indonesia,Lampung,0,2206,2315,2423,2538,2685,2859,3031,3121,2668,2647,2736,2788,2866,2956,3057,3183,3377,3894,4124,4696,5722,5974,6209,6416,6784,6968,7373,7722,7986,8326,8159,8385,8755
1086019,IDN,Indonesia,Maluku,0,1368,1436,1503,1575,1666,1773,1880,1936,1655,1642,1697,1730,1778,1834,1897,1975,1991,2029,1954,2085,3449,3691,4018,4289,4484,4548,4694,4814,4952,5152,5099,5240,5471
1086020,IDN,Indonesia,North Maluku,0,1068,1121,1173,1229,1300,1384,1468,1511,1292,1282,1325,1350,1388,1431,1480,1541,1536,1553,1661,1910,4142,4309,4601,4769,4994,5109,5332,5608,6022,6341,6656,6840,7143
1086021,IDN,Indonesia,West Nusa Tenggara,0,2360,2476,2592,2715,2872,3058,3243,3339,2854,2832,2927,2983,3066,3162,3271,3405,3328,3643,3342,3921,4513,4049,3867,3900,4037,4880,5124,5170,4910,5076,5036,5175,5404
1086022,IDN,Indonesia,East Nusa Tenggara,0,1318,1383,1448,1517,1605,1709,1811,1865,1594,1582,1635,1666,1713,1766,1827,1902,1927,2007,1977,2068,2706,2767,2936,3086,3202,3324,3486,3588,3714,3875,3804,3909,4082
1086023,IDN,Indonesia,Papua,0,8605,9030,9455,9903,10476,11154,11826,12177,10408,10329,10675,10879,11183,11532,11928,12418,11776,12852,12354,14457,11231,10037,9873,10084,10133,10667,11715,12133,12844,11177,11565,11885,12411
1086024,IDN,Indonesia,West Papua,0,4435,4654,4872,5103,5399,5748,6094,6275,5364,5323,5501,5606,5763,5943,6147,6400,6446,6694,7894,9702,15722,15278,15452,16084,16000,16068,16083,16307,17027,17282,16698,17160,17918
1086025,IDN,Indonesia,Riau,0,12266,12872,13477,14116,14933,15899,16857,17358,14836,14723,15217,15507,15941,16438,17003,17702,17207,17265,16543,16818,19056,19517,21005,21790,22247,22527,22882,22545,23027,23569,21681,22281,23265
1086026,IDN,Indonesia,West Sulawesi,0,1707,1791,1875,1964,2077,2212,2345,2415,2064,2048,2117,2157,2218,2287,2365,2463,2544,2843,3332,3576,4265,4578,4839,5058,5509,5760,5985,6245,6527,6734,6636,6820,7121
1086027,IDN,Indonesia,South Sulawesi,0,2636,2767,2897,3034,3209,3417,3623,3731,3189,3164,3270,3333,3426,3533,3654,3805,3967,4195,4500,5001,6178,6615,7184,7737,8341,8941,9503,10006,10624,11288,11169,11478,11985
1086028,IDN,Indonesia,Central Sulawesi,0,2830,2970,3109,3256,3445,3668,3889,4004,3423,3396,3510,3577,3677,3792,3922,4084,4071,4524,4853,5190,5670,6112,6613,7139,7532,8366,8906,9447,11206,12053,12619,12968,13541
1086029,IDN,Indonesia,Southeast Sulawesi,0,2561,2688,2814,2947,3118,3320,3520,3624,3098,3074,3177,3238,3328,3432,3550,3696,3792,4118,4408,4771,6262,6587,7212,7410,7578,7845,8264,8685,9057,9577,9484,9746,10177
1086030,IDN,Indonesia,North Sulawesi,0,3324,3488,3652,3826,4047,4309,4568,4704,4021,3990,4124,4203,4320,4455,4608,4797,4887,5128,5347,5888,6622,6775,7120,7493,7939,8466,8954,9372,9721,10299,10364,10650,11121
1086031,IDN,Indonesia,West Sumatra,0,3729,3913,4097,4291,4539,4833,5124,5276,4510,4475,4625,4714,4845,4996,5168,5381,5697,5936,6164,6284,6260,6530,6822,7210,7559,7744,8058,8361,8568,8861,8595,8832,9223
1086032,IDN,Indonesia,South Sumatera,0,4566,4791,5017,5254,5558,5918,6274,6461,5522,5480,5664,5772,5934,6118,6329,6589,6892,7297,7743,7531,7514,8090,8527,8912,9094,9210,9380,9653,10059,10534,10457,10746,11221
1086033,IDN,Indonesia,North Sumatera,0,4290,4502,4713,4937,5222,5560,5895,6070,5189,5149,5322,5423,5575,5749,5946,6191,6299,6598,6770,7057,7375,7752,8089,8609,8937,9166,9595,9993,10307,10782,10797,11095,11586
1086034,IDN,Indonesia,Special Region of Yogyakarta,0,2875,3017,3159,3309,3500,3727,3951,4069,3478,3451,3567,3635,3737,3853,3985,4149,4296,4472,4531,4691,5425,5546,5661,5906,6027,6188,6407,6602,6843,7197,6951,7143,7459
87,IMN,Isle of Man,NA,0,12000,12160,12320,12480,12640,12800,14300,15800,17300,18800,19900,21000,24400,27800,31400,35000,40511,46022,51533,57044,62556,68067,73578,79089,84600,90248,96087,102354,108964,115226,117593,127694,131629
1088001,IND,India,Andaman and Nicobar,0,3522,3486,3602,3697,3865,4076,4299,4389,4574,3902,4069,4252,4441,4924,5138,5768,5983,6598,6672,7041,7584,6774,6394,6618,7070,7932,8356,8854,9835,10506,9858,11121,11849
1088002,IND,India,Andhra Pradesh,0,1795,1777,1836,1884,1970,2078,2192,2237,2331,2658,2615,2919,3065,3208,3449,3659,3773,4044,4320,4517,4853,4939,4951,5004,5274,5895,6584,6942,7611,7923,7599,8573,9134
1088003,IND,India,Arunachal Pradesh,0,1794,1776,1835,1883,1969,2076,2190,2236,2330,2465,2371,2591,2915,2827,3039,3767,3766,3697,3743,4043,4906,5126,5277,5536,5991,7206,7132,7141,7641,7978,8179,9332,9943
1088004,IND,India,Assam,0,1228,1215,1255,1289,1347,1421,1499,1530,1594,1680,2082,2174,2155,2381,2436,2366,2459,2421,2312,2453,2727,2782,2952,2988,3165,3321,3708,3816,4136,4168,4045,4214,4490
1088005,IND,India,Bihar,0,619,612,633,649,679,716,755,771,803,855,981,1089,1023,1144,1078,1116,1099,1223,1200,1397,1485,1607,1561,1641,1715,1800,1854,1958,2028,2094,1985,2115,2254
1088006,IND,India,Chandigarh,0,5330,5274,5450,5594,5848,6167,6506,6641,6921,7443,7543,8450,9050,10539,11078,10455,11362,11970,11185,11042,11276,10649,11407,12090,12942,13346,14023,14510,15437,15833,14721,14214,15144
1088007,IND,India,Chhattisgarh,0,1421,1406,1453,1491,1559,1644,1734,1770,1845,1914,1971,1824,2009,2146,2440,2616,2689,3043,3191,3497,3302,3461,3959,4077,4447,4579,4450,4791,4936,5054,4716,5091,5424
1088008,IND,India,Dadra and Nagar Haveli,0,1958,1938,2003,2055,2149,2266,2390,2440,2543,2740,2692,2833,2935,3118,3283,3403,3627,3828,3891,4150,4443,4542,4554,4756,5035,5440,5779,5975,6341,6478,5929,6154,6557
1088009,IND,India,Daman and Diu,0,1958,1938,2003,2055,2149,2266,2390,2440,2543,2740,2692,2833,2935,3118,3283,3403,3627,3828,3891,4150,4443,4542,4554,4756,5035,5440,5779,5975,6341,6478,5929,6154,6557
1088010,IND,India,Goa,0,5031,4979,5145,5281,5520,5822,6141,6269,6533,7659,7169,7425,7280,8063,8584,10849,11326,11640,11807,13839,14331,14128,18617,15701,13733,18155,20397,21800,22659,21794,19566,20927,22297
1088011,IND,India,Gujarat,0,2556,2529,2614,2683,2804,2958,3120,3185,3319,3616,3197,3123,3272,3745,4234,4514,5051,5324,5432,5605,6158,6515,6277,6889,7200,7974,8490,8991,9739,10157,9534,10325,11001
1088012,IND,India,Haryana,0,2702,2674,2763,2836,2964,3126,3298,3366,3508,3680,3936,4343,4625,5024,5361,5352,5656,6043,6182,6861,7882,7891,7612,8124,8768,9252,10057,10641,11471,11471,10794,11435,12184
1088013,IND,India,Himachal Pradesh,0,2079,2057,2126,2182,2281,2405,2537,2590,2699,3072,3527,3870,4061,4396,4456,4701,4939,4956,4775,5079,5611,5743,6295,6681,7261,7741,8262,8646,9108,8991,8336,8894,9476
1088014,IND,India,Jammu and Kashmir,0,1463,1448,1496,1535,1605,1693,1785,1823,1899,2206,2342,2422,2479,2763,2830,3064,3107,3074,2981,3075,3233,3371,3715,3837,3940,3913,4569,4542,4827,5079,4573,4987,5314
1088015,IND,India,Jharkhand,0,1477,1461,1510,1550,1620,1709,1802,1840,1917,2039,1958,1756,1821,1954,2037,2609,2450,2428,2692,2549,2712,2919,2960,3173,3183,3597,3216,3453,3714,3879,3367,3448,3674
1088016,IND,India,Karnataka,0,1978,1957,2022,2076,2170,2288,2414,2464,2568,2930,2967,3114,3061,3239,3287,3789,4176,4414,4607,4894,4935,5234,6477,6855,7563,8163,9029,9774,10227,10534,9964,11471,12222
1088017,IND,India,Kerala,0,2238,2215,2289,2349,2456,2590,2732,2789,2906,3115,3299,3412,3508,3877,4089,4560,4941,5069,5090,5553,5968,5881,7026,7390,7853,8509,9031,9564,10085,10567,9561,9949,10600
1088018,IND,India,Lakshadweep,0,1958,1938,2003,2055,2149,2266,2390,2440,2543,2740,2692,2833,2935,3118,3283,3403,3627,3828,3891,4150,4443,4542,4554,4756,5035,5440,5779,5975,6341,6478,5929,6154,6557
1088019,IND,India,Madhya Pradesh,0,1455,1440,1488,1527,1596,1683,1776,1813,1889,2032,2099,2014,2096,2031,2250,2177,2223,2334,2274,2573,2753,2729,2762,3000,3300,3495,3785,4276,4511,4757,4627,5089,5422
1088020,IND,India,Maharashtra,0,2931,2900,2997,3076,3216,3391,3577,3652,3805,3833,3900,3867,3967,4295,4583,5085,5610,6113,6273,6334,6703,7135,7147,7510,7972,8339,8951,9419,9502,9571,8801,9369,9982
1088021,IND,India,Manipur,0,1358,1344,1389,1426,1490,1572,1658,1692,1764,1854,2248,2100,2141,2187,2316,2614,2707,2603,2478,2485,2558,2383,2853,2762,3042,3310,3380,3414,3935,3796,3700,4261,4540
1088022,IND,India,Meghalaya,0,1583,1566,1619,1661,1737,1832,1932,1972,2055,2267,2433,2658,2846,3006,3099,3253,3327,3550,3432,3765,3730,3680,4306,4290,4144,4058,4197,4243,4265,4251,3934,4106,4375
1088023,IND,India,Mizoram,0,1910,1890,1953,2005,2096,2210,2331,2380,2480,2565,2787,3026,3207,3450,3454,3476,3569,3529,3528,3927,4104,4285,4137,4356,4938,6469,6953,7312,8542,8472,6907,7005,7464
1088024,IND,India,NCT of Delhi,0,4737,4688,4844,4972,5197,5481,5782,5902,6151,6533,6596,6906,6994,7484,7707,9004,9653,10216,10344,11375,12099,12203,13275,13772,14504,15520,16477,17002,17518,17423,15984,16696,17788
1088025,IND,India,Nagaland,0,2011,1991,2057,2111,2207,2328,2455,2506,2612,2361,2391,2759,2983,3205,3115,4291,4517,4486,4343,4703,4829,4674,3804,4102,4551,4920,5028,5255,5614,5617,5509,5986,6378
1088026,IND,India,Odisha,0,1229,1216,1257,1290,1348,1422,1500,1531,1596,1668,1800,1775,1825,1929,2228,2488,2519,2728,3012,3198,3173,3324,3472,3669,3862,3977,3953,4459,4791,5041,4646,4924,5247
1088027,IND,India,Puducherry,0,3964,3923,4053,4160,4349,4587,4838,4939,5147,5475,5167,6111,6388,7318,7514,6809,8984,8425,8059,8072,9306,8499,8586,8746,9428,9224,10530,10778,10916,11248,9745,10037,10694
1088028,IND,India,Punjab,0,2892,2862,2957,3035,3173,3346,3530,3603,3755,4033,4344,4734,4777,4838,4917,4666,4839,5138,5363,5630,5938,5851,6141,6319,6608,6841,7246,7408,7696,7714,6929,7272,7748
1088029,IND,India,Rajasthan,0,1695,1677,1733,1779,1860,1961,2069,2112,2201,2352,2308,2211,2327,2167,2596,2617,2710,2951,2920,3184,3387,3754,4104,4265,4422,4798,5086,5288,5432,5484,5177,5624,5993
1088030,IND,India,Sikkim,0,1952,1932,1996,2049,2142,2259,2382,2432,2535,2716,2524,2730,2859,3207,3378,3762,4044,3950,3959,4782,8719,9163,11385,11669,12386,13444,14997,16149,19215,19328,18519,20024,21335
1088031,IND,India,Tamil Nadu,0,2371,2347,2425,2489,2602,2744,2895,2955,3079,3308,3294,3561,3456,3604,3788,4237,4711,5188,5170,5510,6181,6598,6681,7057,7444,8129,8659,9008,9646,9998,9253,10293,10967
1088032,IND,India,Telangana,0,1688,1671,1726,1772,1852,1954,2061,2104,2192,2499,2459,2745,2882,3017,3243,3441,3875,4095,4307,4999,4992,5630,6539,6767,7138,7791,8586,9169,9871,10794,10384,11212,11946
1088033,IND,India,Tripura,0,1488,1473,1522,1562,1633,1722,1817,1855,1933,2096,2393,2714,3032,3146,3325,3439,3565,3568,3379,3622,3825,3872,3384,3522,3934,4386,5137,5269,5528,5813,5451,5811,6192
1088034,IND,India,Uttar Pradesh,0,1206,1194,1233,1266,1323,1396,1472,1503,1566,1612,1652,1669,1650,1758,1802,1825,1901,1965,1932,2079,2274,2245,2296,2399,2554,2653,2873,3030,3189,3207,2947,2992,3188
1088035,IND,India,Uttarakhand,0,1535,1519,1570,1611,1684,1776,1874,1913,1993,2064,2291,2595,2679,3077,3195,3485,3936,4308,4629,5156,6029,6207,7198,7614,8042,8544,9019,9305,9953,9578,8457,8863,9444
1088036,IND,India,West Bengal,0,1800,1782,1841,1890,1975,2083,2198,2243,2338,2596,2693,2815,2948,3100,3283,3193,3305,3413,3428,3612,3943,3973,3699,3899,4196,4324,4633,4734,5030,5347,5079,5883,6268
1089001,IRL,Ireland,Border,0,22253,22552,22884,22972,24053,25508,27575,29243,31683,32905,28364,28788,32585,33964,34976,35345,38119,36890,33794,29869,29620,31709,29945,27311,27532,31358,27259,31473,30254,30236,23404,26690,28675
1089002,IRL,Ireland,Mid-East w/ Dublin,0,31592,32016,31992,32718,34984,38413,41071,45486,48225,53676,60784,61196,62071,62902,68156,72469,72539,74644,71443,67725,69112,67050,67451,71213,78235,91723,91847,96320,99636,103102,111877,127588,137076
1089003,IRL,Ireland,Mid-West,0,25803,26149,26195,26115,28551,30754,32875,34954,37130,39987,47101,50661,44309,49043,50861,49625,49869,52024,47773,43665,44503,45052,44778,42760,41090,55209,59771,68094,75571,85023,77022,87838,94370
1089004,IRL,Ireland,Midland,0,20341,20614,20484,21156,21780,22576,24252,24919,26026,27514,31286,32809,31214,35721,38911,38032,41808,39863,35423,32571,30496,29700,28686,25656,28085,35500,30451,30825,28245,26003,24766,28244,30344
1089005,IRL,Ireland,South-East,0,22215,22513,24764,25741,26862,27578,29896,31438,32735,35848,33177,34096,37305,42016,41680,41708,44131,45808,43294,36127,35165,33287,32744,40415,40122,50291,45211,44683,57244,69179,57085,65102,69943
1089006,IRL,Ireland,South-West,0,26103,26453,29046,30381,30544,34500,35302,41827,47769,50655,53977,60954,72326,66756,64123,66167,68177,70942,63652,63862,63618,69874,69126,63036,70559,101729,115088,135119,153277,152508,178314,203354,218477
1089007,IRL,Ireland,West,0,20400,20674,21295,20949,21873,24662,26743,28056,31114,35143,36443,37312,37000,36160,41097,41425,43311,43376,40716,38545,41585,44909,44498,38898,42751,47925,41620,42870,42682,43297,46312,52816,56743
1090001,IRN,Iran,Alborz,0,8257,8964,9053,8871,8695,8793,9240,9243,9299,9346,9740,10411,10901,11949,11757,11647,13774,14822,15814,16596,16501,13527,13383,13301,15412,14419,13297,13068,12652,12120,12411,12892,13273
1090002,IRN,Iran,Ardebil,0,5448,5915,5973,5854,5737,5802,6097,6099,6136,6167,6427,6529,7109,7826,7589,7588,7760,8372,8707,9216,9254,9411,9893,10334,10966,9558,9805,9881,9566,9164,9383,9747,10036
1090003,IRN,Iran,Bushehr,0,8315,9026,9116,8933,8756,8855,9305,9308,9364,9411,9809,11794,13976,35080,35454,25007,23318,29959,27567,24893,34562,40200,39699,43840,40862,42954,61654,57225,55401,53072,54344,56453,58123
1090004,IRN,Iran,Chahar Mahall and Bakhtiari,0,4873,5290,5343,5236,5132,5190,5453,5455,5488,5516,5749,6191,6522,6953,6644,7170,7327,7844,8209,8803,8975,9533,9727,8668,8871,8699,8566,8765,8486,8129,8324,8647,8903
1090005,IRN,Iran,East Azarbaijan,0,7376,8007,8087,7924,7767,7855,8254,8256,8307,8348,8701,8823,9538,9940,10265,10030,9937,10701,10623,10842,10545,11193,11404,10723,10828,9781,11180,11121,10766,10314,10561,10971,11295
1090006,IRN,Iran,Esfahan,0,9449,10257,10360,10152,9950,10063,10574,10577,10641,10695,11147,10973,11491,13325,14288,13938,13506,15280,15379,14739,15541,17061,16725,16508,15936,12991,14121,14278,13823,13242,13559,14086,14502
1090007,IRN,Iran,Fars,0,6556,7117,7188,7043,6904,6982,7336,7339,7383,7420,7734,8137,9108,9842,9957,9698,9838,10311,9953,10124,10847,11749,12038,11860,12442,11522,12634,12276,11884,11385,11658,12110,12468
1090008,IRN,Iran,Gilan,0,6917,7509,7584,7431,7284,7366,7741,7743,7790,7829,8160,8386,8982,9535,9013,9118,8869,9905,10288,10654,9865,10289,10390,10578,10896,10072,11585,11538,11171,10701,10958,11383,11720
1090009,IRN,Iran,Golestan,0,6134,6659,6725,6590,6459,6532,6864,6866,6908,6943,7236,7040,7477,8297,8396,8109,7638,8183,8101,8500,8035,7951,8050,8058,8429,7487,8819,8162,7902,7570,7751,8052,8290
1090010,IRN,Iran,Hamadan,0,5448,5914,5973,5853,5737,5802,6097,6099,6136,6167,6427,6961,7427,7671,8192,8054,8183,8917,8597,9536,9496,10206,10115,10221,11162,9046,9669,9476,9174,8789,8999,9348,9625
1090011,IRN,Iran,Hormozgan,0,10156,11025,11135,10911,10695,10816,11365,11368,11438,11495,11980,12675,12203,13592,14937,13707,12805,12605,13680,12738,13586,16757,17989,17770,17917,13551,14412,14315,13859,13276,13594,14122,14540
1090012,IRN,Iran,Ilam,0,7815,8484,8569,8397,8230,8323,8746,8749,8802,8846,9220,10095,8172,8885,13345,18862,21036,25688,23160,20145,22711,23495,15741,16387,16115,13607,21541,25841,25017,23966,24540,25492,26247
1090013,IRN,Iran,Kerman,0,9052,9826,9924,9725,9532,9640,10130,10133,10194,10246,10678,9136,9384,9363,9180,10001,11142,11579,9789,10411,11453,11185,12289,11757,13136,10741,11692,12230,11840,11343,11615,12065,12422
1090014,IRN,Iran,Kermanshah,0,4893,5312,5365,5257,5153,5211,5476,5477,5511,5539,5772,6130,6612,7396,7688,7807,7696,8153,8585,9398,10267,10968,11010,10010,11692,9736,9564,9916,9600,9197,9417,9783,10072
1090015,IRN,Iran,Khuzestan,0,23354,25352,25605,25091,24593,24871,26135,26142,26301,26434,27550,25711,31119,30966,34249,37903,36937,40824,36400,29863,33581,36536,26695,26411,25153,35515,33681,39259,38008,36410,37283,38730,39875
1090016,IRN,Iran,Kohgiluyeh and Buyer Ahmad,0,57287,62190,62810,61549,60328,61009,64109,64128,64518,64843,67581,55397,55073,53697,62243,67004,61390,53009,45200,36003,42725,43585,26189,27500,23058,19628,33442,38485,37258,35692,36548,37966,39089
1090017,IRN,Iran,Kordestan,0,4396,4772,4819,4723,4629,4681,4919,4920,4950,4975,5185,5128,5718,6231,6296,6409,6659,7118,7052,7681,7656,8466,7978,7976,9317,7758,7622,7902,7650,7329,7504,7796,8026
1090018,IRN,Iran,Lorestan,0,5125,5563,5619,5506,5396,5457,5735,5736,5771,5800,6045,6359,6339,6793,6631,6822,7112,7140,7009,7505,8191,8080,8475,8360,8884,7807,8556,8433,8164,7821,8008,8319,8565
1090019,IRN,Iran,Markazi,0,10997,11938,12057,11815,11581,11712,12307,12310,12385,12448,12973,14371,14992,15334,15409,14963,15730,15850,15334,15470,15836,17666,18496,16947,19676,17929,17188,16569,16041,15367,15735,16346,16829
1090020,IRN,Iran,Mazandaran,0,8192,8893,8982,8801,8627,8724,9168,9170,9226,9273,9664,10501,11015,12010,11373,11680,11142,11953,13198,13438,13242,13260,13324,13317,13008,12037,13205,13140,12721,12186,12479,12963,13346
1090021,IRN,Iran,North Khorasan,0,6210,6742,6809,6672,6540,6614,6950,6952,6994,7029,7326,7484,7775,8423,7425,7650,8434,8292,8343,8899,7570,8214,8056,7881,9163,7686,7817,7916,7664,7342,7518,7809,8040
1090022,IRN,Iran,Qazvin,0,9842,10684,10791,10574,10364,10481,11014,11017,11084,11140,11610,11980,11403,11941,11519,12104,12284,12416,13817,13906,13160,14101,14495,14708,15183,15583,16691,14797,14325,13723,14052,14597,15029
1090023,IRN,Iran,Qom,0,6433,6984,7053,6912,6775,6851,7199,7201,7245,7282,7589,8182,8819,9323,9502,9212,8810,9357,9377,9587,9710,10174,10496,10035,9536,10155,10052,9583,9278,8888,9101,9454,9734
1090024,IRN,Iran,Razavi Khorasan,0,6210,6742,6809,6672,6540,6614,6950,6952,6994,7029,7326,7484,7775,8423,8828,8871,8893,9460,9272,10189,10500,11093,10500,10495,10770,9730,10154,10015,9696,9288,9511,9880,10172
1090025,IRN,Iran,Semnan,0,8945,9711,9807,9610,9420,9526,10010,10013,10074,10125,10552,11141,11582,12586,14321,13694,13655,14164,14869,15467,17260,17856,16812,16860,15783,14518,17470,16090,15577,14922,15280,15873,16342
1090026,IRN,Iran,Sistan and Baluchestan,0,3533,3836,3874,3796,3721,3763,3954,3955,3979,3999,4168,4282,4256,4408,4272,4498,4134,4129,4351,4683,5813,6072,6265,5755,6309,5576,6286,6459,6253,5990,6134,6372,6560
1090027,IRN,Iran,South Khorasan,0,6210,6742,6809,6672,6540,6614,6950,6952,6994,7029,7326,7484,7775,8423,6698,7534,7914,8893,8921,9785,8318,8879,8256,7988,8883,8335,8461,8430,8161,7818,8005,8316,8562
1090028,IRN,Iran,Tehran,0,13503,14659,14805,14508,14220,14381,15111,15116,15208,15284,15930,17026,17827,19541,19228,19048,22525,24239,25863,27141,26986,23824,23482,21002,21786,20891,22409,21868,21171,20282,20768,21573,22212
1090029,IRN,Iran,West Azarbaijan,0,5365,5824,5882,5764,5650,5714,6004,6006,6042,6073,6329,6230,6498,6920,6601,6914,7025,6953,7074,8065,7519,8320,8015,8234,8342,7408,8257,7842,7592,7273,7447,7736,7965
1090030,IRN,Iran,Yazd,0,8330,9043,9133,8950,8772,8872,9322,9325,9382,9429,9827,10636,11314,11746,10975,12381,13190,13893,14302,14956,18354,18785,23106,21025,22097,18402,19800,19625,19000,18201,18638,19361,19934
1090031,IRN,Iran,Zanjan,0,6109,6632,6698,6563,6433,6506,6837,6838,6880,6915,7207,6788,7472,8273,8619,9386,9426,9265,9604,10054,10255,10460,10811,10520,11324,12396,12354,12071,11686,11195,11463,11908,12260
91,IRQ,Iraq,NA,0,7449,2650,3411,4234,4191,4136,4446,5223,6823,7764,8780,8654,7694,4727,7045,6953,7293,7494,7956,7934,8178,8493,9252,9504,9195,9371,10404,9977,9995,10299,8848,8787,9199
92,ISL,Iceland,NA,0,35318,34952,33271,33366,34221,33666,35014,36733,39017,40104,41531,42627,42485,43095,46052,48105,49957,52827,52999,48771,47458,48186,48440,50169,50451,52143,54666,55638,56817,56615,51684,53136,55567
93,ISR,Israel,NA,0,23494,23144,23942,24205,25251,26891,27750,28091,28586,28795,30476,29866,29237,29114,29972,30666,31811,33136,33611,33107,34350,35597,35850,36741,37455,37633,38571,39448,40270,41151,39681,42379,44393
1094001,ITA,Italy,Agrigento,0,19097,19375,19520,19339,19747,20314,20562,20923,21292,21630,22435,22979,23697,24145,24426,24395,25711,25928,23525,22898,22706,22688,22544,22001,21422,21486,21131,21635,21673,22230,20878,22714,23620
1094002,ITA,Italy,Alessandria,0,33801,34291,34549,34228,34951,35954,36393,37032,37685,38284,39709,43111,44029,45082,46066,45059,46172,46230,43517,41877,42747,41870,39887,39041,38510,39443,39291,41282,40786,41612,37338,40621,42241
1094003,ITA,Italy,Ancona,0,37336,37878,38162,37808,38607,39715,40199,40906,41627,42288,43862,44396,44848,44088,43884,43501,45587,47324,47811,44737,44543,44440,42827,41502,42190,42449,42483,43096,43313,44017,40357,43906,45656
1094004,ITA,Italy,Aosta Valley,0,48388,49091,49459,48999,50035,51471,52099,53014,53949,54807,56846,58023,57944,59871,59421,59626,60118,59924,60054,56279,58545,58848,58200,54826,53817,53663,52832,54558,54553,54978,49821,54202,56363
1094005,ITA,Italy,Arezzo,0,36952,37489,37770,37419,38210,39306,39786,40485,41198,41854,43411,45858,46526,46439,46914,46088,47320,46427,42837,40158,40880,41067,40344,40313,40475,39497,38321,40243,40983,42116,37503,40801,42428
1094006,ITA,Italy,Ascoli Piceno,0,35036,35544,35811,35478,36228,37268,37722,38385,39062,39683,41160,42076,42414,42770,44076,42992,42462,44008,39610,38496,37292,37074,35607,34759,35793,35206,35438,35938,35897,37827,35822,38972,40526
1094007,ITA,Italy,Asti,0,33416,33901,34155,33838,34553,35545,35978,36610,37256,37848,39256,40333,40126,40347,40582,40192,41105,41165,38391,34252,35878,37607,36381,36168,35897,35977,36217,36450,37093,37573,34459,37490,38984
1094008,ITA,Italy,Avellino,0,23304,23643,23820,23599,24098,24789,25092,25533,25983,26396,27378,29085,29259,28355,28034,28116,29436,29907,29285,27961,27951,27690,25824,25844,24928,26518,25745,26481,27074,26498,24239,26371,27422
1094009,ITA,Italy,Bari,0,28365,28777,28992,28723,29330,30172,30540,31077,31624,32127,33323,34060,33219,32419,32050,31686,32729,33122,32591,30957,31370,31379,30991,29776,29178,29881,30387,30549,31332,32117,29821,32443,33737
1094010,ITA,Italy,Barletta-Andria-Trani,0,21450,21762,21925,21721,22180,22817,23095,23501,23915,24296,25200,25470,24721,24060,23987,23659,24199,24498,24216,22715,23186,23146,22692,22129,21985,22244,22646,23222,23176,23396,21566,23463,24398
1094011,ITA,Italy,Belluno,0,39716,40292,40595,40217,41068,42246,42761,43513,44280,44984,46658,46036,45544,45890,46033,43633,43840,44749,45448,40587,42059,44495,43325,43352,44520,44673,46073,46686,47138,50221,41712,45380,47189
