GID_nmbr,iso3,Country,Subnat,slope,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1041012,COL,Colombia,Cundinamarca,0,11305,11191,11596,12491,13720,15080,9477,9648,9330,8678,8929,9824,9703,9822,9701,12788,12982,13659,13988,14021,14178,14470,14542,14678,14839,15272,15520,14678,14121,13862,12655,13901,14824
1041013,COL,Colombia,Huila,0,7178,7504,7245,6996,7369,7475,7535,7314,6803,6781,7411,7138,6804,7226,7687,8035,8103,8292,8969,8607,9124,9985,9875,10164,10581,10513,10523,10232,10138,10528,9968,10950,11677
1041014,COL,Colombia,La Guajira,0,13776,14025,12194,10938,10590,11188,8469,8484,8111,7523,7439,8295,7034,7871,7951,8099,8466,8182,9693,9528,9161,9827,9726,9023,8817,8721,8828,9311,9414,8105,5579,6128,6535
1041015,COL,Colombia,Magdalena,0,4577,4402,4870,4712,5362,5276,5468,5506,5633,5308,5079,5135,5163,5265,5388,4904,4940,5147,5465,5810,5847,5787,6014,6395,6321,6696,6985,6930,6881,6887,6419,7052,7520
1041016,COL,Colombia,Meta,0,9326,9899,9414,9515,9309,9832,10915,11035,10244,10299,10825,10031,10139,10195,10404,12474,13920,14158,18390,19050,25174,35086,36601,37656,31957,25143,20162,21613,23706,24531,19633,21566,22999
1041017,COL,Colombia,Narino,0,3807,3724,3474,3909,3773,3791,4271,4242,4404,4203,4117,4360,4653,4736,4838,4262,4615,4720,4607,4716,4691,4868,5100,5406,5693,6144,6613,6333,6347,6623,6478,7116,7589
1041018,COL,Colombia,Norte de Santander,0,5322,5204,4942,5144,4909,4994,5511,5592,5635,5637,5623,5992,5937,5787,5841,4893,5362,5676,5944,6088,6094,6152,6195,6554,6893,7185,7455,7293,7222,7039,6491,7130,7603
1041019,COL,Colombia,Nuevos Departamentos,0,9814,11238,10368,10463,9831,12238,16263,15364,14435,19062,21839,17064,16679,16928,17150,14929,15151,14689,16622,14887,15733,18567,18551,19057,18019,14710,12754,13023,13900,13879,11239,12345,13165
1041020,COL,Colombia,Quindio,0,9544,10896,10806,9874,9732,10027,7275,8244,7911,7237,6784,6573,6863,6468,6253,6699,7463,7697,7691,7725,7906,8252,8721,8881,9056,9796,10354,10442,10273,10554,9952,10933,11659
1041021,COL,Colombia,Risaralda,0,9466,9471,9815,9768,9270,8700,7762,8104,8155,7277,6945,6973,7316,7360,7879,7818,8431,8584,8593,8799,8910,8886,9144,9846,10586,11077,11500,11656,11741,12125,11502,12635,13474
1041022,COL,Colombia,Santander,0,9376,9230,9342,9052,9410,8914,11166,11235,11080,11176,11430,11774,11584,12383,12947,12393,13301,14220,15018,14313,15663,16826,17119,17914,20308,20041,20020,20234,20365,20871,18262,20060,21393
1041023,COL,Colombia,Sucre,0,3843,3506,3828,3863,3829,3778,4342,4458,4626,4299,4072,3854,3932,3955,4107,3793,4092,4398,4446,4702,4638,4814,5132,5469,5877,6126,6300,6331,6263,6342,5922,6506,6938
1041024,COL,Colombia,Tolima,0,7314,7482,7794,7859,8098,7982,7822,8580,8423,7639,7467,7360,7341,6872,7249,7355,7884,8558,8946,8646,8709,9239,9469,9846,10414,10636,10963,11008,11015,11316,10741,11799,12583
1041025,COL,Colombia,Valle del Cauca,0,9535,9570,9947,10437,11399,12299,11763,11692,11662,10951,10628,10953,10777,10665,10945,10254,11004,11776,11645,11891,11980,12095,12428,12963,13678,14351,14828,14793,14946,15427,14713,16162,17235
42,COM,Comoros,NA,0,2923,2695,2856,2876,2666,2704,2612,2659,2636,2634,2863,2871,2879,2882,2882,2906,2924,2888,2943,2977,3026,3085,3115,3185,3183,3151,3186,3240,3295,3291,3222,3229,3246
43,CPV,Cabo Verde,NA,0,1816,1801,1950,2067,2402,2679,2915,3166,3485,3795,4256,4279,4434,4553,4951,5226,5575,6346,6718,6549,6598,6775,6767,6733,6704,6692,6901,7131,7314,7743,6073,6357,7379
44,CRI,Costa Rica,NA,0,9811,9781,10416,10882,11101,11291,11182,11532,12092,12344,12571,12772,12986,13333,13713,14050,14865,15862,16385,16024,16667,17186,17810,18045,18481,18956,19554,20168,20503,20818,19778,21220,22071
1045001,CUB,Cuba,Camagüey,0,4999,4854,3156,1833,975,556,563,700,969,1180,1179,1389,1598,2016,2087,2436,2787,7672,6633,6779,7136,7385,7635,7884,8135,8385,8627,8542,8603,8768,8244,8752,9225
1045002,CUB,Cuba,Ciego de Ávila,0,4727,4590,2984,1733,922,525,533,662,916,1115,1115,1313,1511,1906,1973,2304,2635,7254,6272,6410,6747,6983,7219,7455,7692,7928,8157,8077,8134,8291,7795,8275,8723
1045003,CUB,Cuba,Cienfuegos,0,2804,2723,1770,1028,547,312,316,393,543,662,662,779,896,1131,1171,1367,1563,4304,3721,3803,4003,4143,4283,4423,4563,4704,4839,4792,4826,4918,4624,4909,5175
1045004,CUB,Cuba,Ciudad de la Habana,0,16403,15926,10354,6015,3199,1823,1849,2298,3179,3871,3870,4556,5243,6615,6847,7993,9145,25173,21763,22244,23414,24232,25050,25870,26691,27512,28305,28028,28226,28769,27049,28716,30269
1045005,CUB,Cuba,Granma,0,3040,2952,1919,1115,593,338,343,426,589,717,717,844,972,1226,1269,1481,1695,4665,4033,4122,4339,4491,4643,4795,4947,5099,5246,5195,5231,5332,5013,5322,5610
1045006,CUB,Cuba,Guantánamo,0,2742,2662,1731,1005,535,305,309,384,531,647,647,761,876,1106,1144,1336,1528,4208,3637,3718,3913,4050,4187,4324,4461,4598,4731,4685,4718,4809,4521,4800,5059
1045007,CUB,Cuba,Holguín,0,4415,4287,2787,1619,861,491,498,619,856,1042,1042,1226,1411,1781,1843,2152,2462,6776,5858,5988,6303,6523,6743,6964,7185,7406,7619,7545,7598,7744,7281,7730,8148
1045008,CUB,Cuba,Isla de la Juventud,0,5000,4855,3156,1834,975,556,564,700,969,1180,1180,1389,1598,2016,2087,2437,2788,7674,6634,6781,7137,7387,7636,7886,8136,8386,8628,8544,8604,8770,8245,8753,9227
1045009,CUB,Cuba,La Habana,0,16403,15926,10354,6015,3199,1823,1849,2298,3179,3871,3870,4556,5243,6615,6847,7993,9145,25173,21763,22244,23414,24232,25050,25870,26691,27512,28305,28028,28226,28769,27049,28716,30269
1045010,CUB,Cuba,Las Tunas,0,1128,1095,712,414,220,125,127,158,219,266,266,313,361,455,471,550,629,1731,1497,1530,1610,1666,1723,1779,1836,1892,1947,1928,1941,1979,1860,1975,2082
1045011,CUB,Cuba,Matanzas,0,5321,5166,3359,1951,1038,591,600,745,1031,1256,1255,1478,1701,2146,2221,2593,2966,8166,7060,7216,7595,7861,8126,8392,8658,8925,9182,9092,9156,9332,8774,9315,9819
1045012,CUB,Cuba,Mayabeque,0,16403,15926,10354,6015,3199,1823,1849,2298,3179,3871,3870,4556,5243,6615,6847,7993,9145,25173,21763,22244,23414,24232,25050,25870,26691,27512,28305,28028,28226,28769,27049,28716,30269
1045013,CUB,Cuba,Pinar del Río,0,4923,4780,3107,1805,960,547,555,690,954,1162,1161,1367,1573,1985,2055,2399,2745,7555,6532,6676,7027,7273,7518,7764,8011,8257,8495,8412,8471,8634,8118,8618,9084
1045014,CUB,Cuba,Sancti Spíritus,0,4455,4325,2812,1634,869,495,502,624,863,1051,1051,1237,1424,1796,1860,2171,2484,6837,5910,6041,6359,6581,6803,7026,7249,7472,7687,7612,7666,7813,7346,7799,8220
1045015,CUB,Cuba,Santiago de Cuba,0,3210,3117,2026,1177,626,357,362,450,622,758,757,892,1026,1295,1340,1564,1790,4927,4259,4353,4582,4742,4903,5063,5224,5384,5540,5485,5524,5630,5294,5620,5924
1045016,CUB,Cuba,Villa Clara,0,4618,4484,2915,1694,901,513,521,647,895,1090,1090,1283,1476,1862,1928,2251,2575,7088,6128,6263,6593,6823,7053,7284,7515,7746,7970,7892,7948,8100,7616,8085,8523
910,CUW,Curaçao,NA,0,27906,28091,27651,27282,26899,26262,27513,28255,28456,28665,28614,29475,29555,29036,28599,28067,27803,27933,28187,27855,27527,27277,26957,26484,25963,25740,25197,24796,24402,23904,19907,21091,23115
46,CYM,Cayman Islands,NA,0,61004,59398,59740,61009,60958,62890,63956,66169,67992,69671,74810,78859,77361,79256,80433,81170,84778,84870,82125,74069,70096,69103,68270,67538,67762,68135,68824,69535,71046,72433,67531,69401,71354
47,CYP,Cyprus,NA,0,25232,24769,26386,25937,26905,28631,28530,28871,30262,31421,32943,33878,34739,35220,36499,37723,38847,39968,40398,38535,38297,37482,35643,33385,33137,34453,36509,38288,39977,41742,39872,43417,44996
1048001,CZE,Czech Republic,Jihoceck kraj,0,22336,19794,19679,19678,20367,21835,22775,22697,22760,22679,23501,23745,23956,24828,25761,27599,29292,29546,29054,28340,28738,28353,28535,28672,28756,29704,30321,31358,32080,33050,31737,32459,32669
1048002,CZE,Czech Republic,Jihomoravsk kraj,0,23570,20887,20767,20765,20926,21835,22775,22503,22375,22301,23128,24105,24309,25346,26100,27599,29463,31254,32664,31242,31565,32027,32411,33352,33730,35413,35525,36480,37729,38882,37699,40162,40421
1048003,CZE,Czech Republic,Karlovarsk kraj,0,22384,19836,19721,19719,20580,22243,22181,21339,21024,20978,22009,21766,22371,22759,23049,23828,24153,25277,24928,24413,24263,24232,23737,23459,23560,24188,24182,25587,25624,25662,23851,24207,24363
1048004,CZE,Czech Republic,Kraj Vysocina,0,21410,18973,18864,18862,19756,21427,22379,22697,22375,22679,23874,24105,23956,24311,25422,26570,27579,29034,29569,28682,29445,28003,28229,28193,28485,29474,30257,31772,31676,33050,32506,32826,33038
1048005,CZE,Czech Republic,Krlovhradeck kraj,0,19796,17543,17442,17440,18067,19386,20200,19399,19288,19844,21076,22306,22547,23104,23557,25542,27236,28522,27850,27145,27089,29299,29043,28853,29975,31282,32726,35835,35308,36355,35007,37411,37652
1048006,CZE,Czech Republic,Libereck kraj,0,21292,18868,18759,18758,19511,21019,21388,21727,21024,21734,22755,23205,23076,22070,22879,25370,26380,26301,26131,24584,25440,26051,26136,26007,26532,27896,28494,29567,30466,31300,29429,30259,30454
1048007,CZE,Czech Republic,Moravskoslezsk kraj,0,21695,19226,19115,19113,19311,20203,21388,20757,19867,19466,19770,20327,20610,21208,23388,25885,27065,28522,29569,27145,28267,29144,28984,27942,28723,29963,30560,31838,32685,32078,29813,32459,32669
1048008,CZE,Czech Republic,Olomouck kraj,0,20271,17964,17860,17858,18186,19182,20398,19787,18903,19088,20143,20327,20433,21035,22371,22971,23982,25277,25959,24755,25676,26280,26193,25919,26605,27706,28630,30282,30869,31689,30775,32459,32669
1048009,CZE,Czech Republic,Pardubick kraj,0,21482,19036,18927,18925,19309,20407,20992,20951,21024,20978,21636,22126,22371,23104,24066,25028,27065,28522,28366,26633,27325,28401,26696,26991,27803,29343,29997,31430,32080,32272,31737,32459,32669
1048010,CZE,Czech Republic,Plzensk kraj,0,23831,21119,20997,20995,21140,22039,23369,22697,21989,22301,23501,24285,24485,25863,27794,28970,30834,31596,29741,28511,29680,31372,30218,31273,32404,33530,34413,35696,36115,36161,34045,36127,36360
1048011,CZE,Czech Republic,Praha,0,40162,35591,35385,35382,36296,38568,40797,42290,44363,46491,49239,52707,54607,57416,59825,64112,68348,72927,75127,70338,72788,71753,70330,69946,69615,75884,76879,80822,89380,90985,85208,90409,90993
1048012,CZE,Czech Republic,Stredocesk kraj,0,19060,16891,16793,16792,18116,20203,20992,21145,21796,22868,24060,24465,25013,25518,26777,27770,30491,31767,32148,29535,29680,30677,30462,30028,31449,32518,34138,36135,35510,37716,33852,35393,35622
1048013,CZE,Czech Republic,Zlnsk kraj,0,21743,19268,19157,19155,19141,19794,20398,21145,20446,20222,21076,21766,21843,22415,22879,24513,26380,27668,29569,28340,28031,27656,27834,27967,28049,28973,29575,30587,33492,34800,32698,34660,34884
1048014,CZE,Czech Republic,⁄steck˝ kraj,0,21600,19142,19031,19029,20129,22039,22577,21533,21024,20789,20889,21047,21490,22932,23727,25028,26551,27497,27850,27657,27325,28719,28275,28465,30497,31019,31651,33062,28045,29356,27313,28241,28424
1049001,DEU,Germany,Ahrweiler,0,23142,24145,24418,24016,24501,24802,24931,25342,25850,26323,27054,26716,26882,26059,26945,27222,27971,28140,28986,28714,29594,31234,31604,32193,32675,33254,34068,34604,35459,35352,34128,35170,35524
1049002,DEU,Germany,Aichach-Friedberg,0,27464,28653,28978,28501,29077,29433,29586,30075,30677,31238,32106,32786,34173,33177,31604,31420,33147,33566,33770,33710,35112,37549,34714,34390,34842,35285,35923,36759,37350,37445,36544,37659,38039
1049003,DEU,Germany,Alb-Donau-Kreis,0,28084,29300,29632,29144,29733,30097,30254,30753,31370,31943,32831,32826,32045,31243,31468,32057,34231,36990,38879,35059,38166,39558,38484,39918,40635,39951,41127,41598,42980,44567,42452,43748,44189
1049004,DEU,Germany,Altenburger Land,0,17012,17749,17950,17655,18011,18232,18327,18629,19003,19350,19888,20139,20193,21042,21548,21409,22733,24251,25167,24128,24773,26805,26344,26588,28743,28026,28948,29581,29532,29904,29161,30051,30354
1049005,DEU,Germany,Altenkirchen (Westerwald),0,26199,27334,27643,27189,27738,28078,28224,28690,29265,29799,30628,30214,29479,28819,29661,30282,31485,32074,33436,30712,32521,34286,33559,33943,34477,35019,35546,36070,36500,36448,34791,35853,36214
1049006,DEU,Germany,Altmarkkreis Salzwedel,0,20215,21090,21329,20978,21402,21664,21777,22136,22580,22992,23632,24167,25153,26305,26604,26591,27822,31104,27989,27154,28418,31073,32675,32996,32968,31744,32371,32962,31993,32748,32752,33752,34092
1049007,DEU,Germany,AltÔøΩtting,0,48513,50614,51188,50346,51362,51992,52262,53125,54190,55180,56714,56315,54913,52874,53141,55493,60521,63404,66672,60135,69547,71232,66985,62855,65004,66367,65563,67190,66304,63730,62561,64471,65121
1049008,DEU,Germany,Alzey-Worms,0,23293,24302,24577,24173,24661,24963,25093,25507,26018,26494,27230,26707,27247,27812,27289,27757,29426,31106,30003,29531,30864,32327,33661,33923,34029,32821,32313,32189,33585,33257,31840,32812,33143
1049009,DEU,Germany,"Amberg, Kreisfreie Stadt",0,50549,52739,53336,52459,53518,54174,54456,55354,56464,57496,59094,60590,63209,60050,55243,57307,58091,59936,64209,63989,62709,69956,73110,72053,73617,73739,74326,78968,82477,83933,84643,87227,88106
1049010,DEU,Germany,Amberg-Sulzbach,0,24145,25190,25476,25056,25562,25876,26010,26440,26970,27462,28226,28824,30096,28346,28679,28019,29444,31470,30973,29350,30331,33861,33828,34557,36153,34689,35886,37061,37352,37177,36418,37530,37908
1049011,DEU,Germany,Ammerland,0,26401,27544,27856,27398,27951,28294,28441,28911,29490,30029,30864,31958,31670,29073,30557,29884,31171,32490,33773,33313,34184,37484,37229,38171,38905,39124,39384,41198,41300,42151,41972,43253,43689
1049012,DEU,Germany,Anhalt-Bitterfeld,0,21149,22065,22315,21948,22391,22666,22784,23160,23624,24056,24724,25078,25614,26519,26382,28172,30366,33030,35509,30037,34868,29827,33577,36921,36584,37003,37904,38358,39058,41262,39650,40860,41272
1049013,DEU,Germany,"Ansbach, Kreisfreie Stadt",0,50043,52210,52801,51933,52981,53631,53910,54800,55898,56919,58502,60649,63051,62456,62107,65753,67662,66692,66208,63544,71631,74807,75374,77235,75817,77408,78246,79464,78230,78076,76464,78798,79592
1049014,DEU,Germany,"Ansbach, Landkreis",0,27267,28448,28770,28297,28868,29222,29374,29859,30457,31014,31876,33028,32755,32485,32668,32844,33808,33449,35171,35127,37659,39674,39937,40677,41007,40101,41150,41630,42045,42025,41066,42320,42747
1049015,DEU,Germany,"Aschaffenburg, Kreisfreie Stadt",0,62698,65413,66154,65066,66379,67194,67543,68658,70034,71313,73296,79867,76708,79177,79975,87255,99510,98857,92077,88106,92836,104215,104701,100324,98678,99804,105087,99126,97359,99744,87002,89658,90562
1049016,DEU,Germany,"Aschaffenburg, Landkreis",0,34682,36184,36594,35992,36719,37169,37363,37979,38740,39448,40545,41412,43405,42074,40386,40230,41200,44360,44418,41394,40423,44294,42413,42561,42428,41263,42683,44946,45364,45504,43712,45046,45500
1049017,DEU,Germany,"Augsburg, Kreisfreie Stadt",0,54365,56720,57362,56418,57557,58263,58566,59533,60726,61836,63555,65941,65434,63140,64501,63979,66261,67377,67202,62457,63031,65501,66695,64361,64469,67302,65900,65451,65950,66797,62672,64585,65237
1049018,DEU,Germany,"Augsburg, Landkreis",0,26868,28031,28349,27882,28445,28794,28944,29422,30011,30560,31409,31902,32440,32360,33508,34613,35070,34572,34352,32411,35136,38036,39175,38486,39263,38706,39726,40395,41299,41531,40346,41578,41997
1049019,DEU,Germany,Aurich,0,22757,23743,24012,23617,24094,24389,24516,24921,25420,25884,26604,26910,26034,25877,26008,26051,26891,27820,28661,28482,29142,30808,31821,32022,33817,34349,34721,35923,35393,35655,34770,35831,36192
1049020,DEU,Germany,Bad DÔøΩrkheim,0,22751,23736,24005,23610,24087,24382,24509,24913,25413,25877,26596,26438,26484,25585,26141,26449,26352,27384,28354,27833,27708,28452,28900,28851,28758,29545,29598,30450,29867,29534,28476,29345,29641
1049021,DEU,Germany,Bad Kissingen,0,29542,30821,31171,30658,31277,31660,31825,32350,32998,33601,34536,35324,34775,35297,34679,34963,35845,36886,37207,36118,36142,39558,39614,39794,40741,42858,42907,42835,43517,43852,42976,44288,44735
1049022,DEU,Germany,Bad Kreuznach,0,28537,29773,30110,29615,30213,30583,30742,31250,31876,32458,33361,33253,33937,33326,34772,34887,36177,36756,37240,35508,36448,38100,38384,38699,39461,39173,39624,40441,39885,39719,38154,39319,39715
1049023,DEU,Germany,Bad TÔøΩlz-Wolfratshausen,0,31366,32724,33095,32550,33208,33615,33790,34347,35036,35676,36668,37727,37774,36680,36486,36951,37866,38177,37929,34904,35973,37795,37861,38696,39391,39389,38431,39515,40203,39976,39658,40868,41280
1049024,DEU,Germany,"Baden-Baden, Stadtkreis",0,52362,54630,55248,54340,55437,56117,56408,57339,58488,59557,61213,61863,62795,63721,64828,64344,66213,68239,70710,68345,70587,73408,76932,72404,74434,73081,72517,72960,74191,74973,70943,73109,73846
1049025,DEU,Germany,"Bamberg, Kreisfreie Stadt",0,60509,63129,63844,62794,64062,64847,65185,66260,67588,68823,70736,77564,76112,75380,71699,74007,78303,79272,79737,74328,79364,81475,79768,81742,80686,81697,83684,85924,85713,83959,82708,85233,86092
1049026,DEU,Germany,"Bamberg, Landkreis",0,21346,22270,22523,22152,22599,22876,22995,23375,23843,24279,24954,27104,27398,26478,27668,27632,29109,28875,28233,27962,30073,32676,33219,34114,34410,35347,34836,35040,35119,35773,34950,36017,36380
1049027,DEU,Germany,Barnim,0,20252,21129,21369,21017,21441,21704,21817,22177,22622,23035,23675,23819,23690,22855,22668,23111,23656,23915,24751,24486,25216,26634,27503,27675,28854,28865,29205,29546,29836,30270,29191,30082,30386
1049028,DEU,Germany,Bautzen,0,21264,22185,22437,22068,22513,22789,22908,23286,23752,24187,24859,25272,25568,25762,25699,26771,27696,28847,29192,28761,29128,31930,31567,32171,33051,33313,33876,35070,35074,36253,35736,36827,37198
1049030,DEU,Germany,"Bayreuth, Landkreis",0,23669,24694,24973,24563,25059,25366,25498,25919,26438,26921,27670,25435,24406,24737,23897,23686,25117,25542,26027,25044,25442,27588,27091,27171,28121,28074,28620,29185,29353,29919,29547,30449,30755
1049031,DEU,Germany,Berchtesgadener Land,0,30523,31844,32205,31675,32315,32711,32881,33424,34094,34717,35682,36694,36009,35078,35141,35357,36376,37370,38369,37463,38486,40342,40085,40769,41590,42715,44029,44718,44486,46104,43936,45278,45734
1049032,DEU,Germany,BergstraÔøΩe,0,30101,31405,31760,31238,31868,32259,32427,32962,33623,34237,35189,36853,36719,38246,39801,40958,40273,41134,42048,35511,39893,39633,38882,38611,38094,38171,38152,38036,38713,38841,37683,38834,39225
1049033,DEU,Germany,Berlin,0,36795,38388,38823,38185,38956,39433,39638,40293,41100,41851,43015,42867,42083,41161,40757,41378,42721,43706,45170,44301,46260,49321,48673,48461,49275,50281,52073,53697,55275,56393,54631,56299,56867
1049034,DEU,Germany,Bernkastel-Wittlich,0,27803,29007,29336,28853,29436,29797,29952,30446,31056,31624,32503,32289,32942,34172,34082,34026,35431,36528,37552,36651,37672,39538,39792,40449,41451,42047,43581,42559,41874,42528,41868,43146,43581
1049035,DEU,Germany,Biberach,0,38410,40074,40528,39861,40666,41165,41379,42061,42904,43688,44903,45765,46976,46655,48644,51294,53590,56592,58686,54215,57576,62526,65999,62975,64154,67172,67874,69113,70800,72768,69308,71423,72143
1049036,DEU,Germany,"Bielefeld, Kreisfreie Stadt",0,40001,41734,42206,41512,42350,42870,43093,43804,44682,45498,46763,47983,46197,45434,45182,46241,46876,49566,49935,48267,48050,50559,50886,51626,52829,52780,53098,54376,55371,55671,54505,56169,56735
1049037,DEU,Germany,Birkenfeld,0,27254,28434,28756,28283,28854,29208,29360,29844,30442,30999,31860,32125,32023,31097,32127,31812,32953,33556,34377,33337,34522,35661,36191,35974,37279,37896,38350,39143,39327,39597,37753,38906,39298
1049038,DEU,Germany,"Bochum, Kreisfreie Stadt",0,35460,36996,37415,36799,37542,38003,38200,38831,39609,40333,41454,38289,38836,39285,38825,38909,40722,40966,40933,39110,42648,42972,42297,43705,45258,44151,43966,43848,45009,45772,45055,46431,46899
1049039,DEU,Germany,Bodenseekreis,0,42130,43954,44452,43721,44604,45151,45386,46135,47059,47919,49251,52409,48773,48821,50557,51737,54882,57907,57910,48756,57261,64600,63176,63693,63868,63111,68113,69554,68658,66619,64026,65980,66645
